card_0, card_1, card_2, card_3, card_4, start_colour, result, red_pawn_count, blue_pawn_count, num_turns
337920, 139392, 131392, 76032, 272448, 1, 3, 0, 0, 79
272448, 278592, 328000, 73792, 557376, 0, 4, 1, 3, 46
4194432, 327808, 139392, 337920, 148480, 1, 3, 2, 0, 79
278592, 557376, 131392, 328000, 73792, 0, 2, 3, 4, 19
328000, 139392, 557376, 131392, 272448, 0, 4, 3, 3, 20
148480, 133248, 131392, 76032, 328000, 0, 2, 2, 1, 65
131392, 66816, 327808, 133248, 557376, 1, 4, 0, 3, 97
337920, 73792, 133248, 139392, 131392, 1, 2, 1, 1, 86
328000, 73792, 141312, 264448, 278592, 1, 4, 2, 2, 63
337920, 328000, 4194432, 278592, 141312, 0, 2, 3, 1, 37
133248, 337920, 272448, 148480, 131392, 0, 4, 2, 2, 58
557376, 73792, 139392, 66816, 76032, 1, 4, 2, 0, 53
66816, 76032, 133248, 131392, 557376, 0, 4, 4, 4, 22
328000, 76032, 272448, 141312, 66816, 0, 2, 4, 3, 29
131392, 328000, 557376, 272448, 327808, 1, 4, 4, 4, 7
264448, 139392, 272448, 337920, 557376, 0, 2, 3, 3, 27
328000, 73792, 264448, 327808, 133248, 0, 1, 2, 3, 43
328000, 278592, 66816, 148480, 272448, 0, 3, 1, 2, 54
148480, 337920, 264448, 73792, 4194432, 0, 4, 4, 4, 10
278592, 557376, 133248, 131392, 264448, 0, 4, 0, 2, 58
66816, 76032, 278592, 141312, 327808, 0, 2, 3, 4, 17
272448, 328000, 76032, 278592, 73792, 1, 2, 2, 3, 36
337920, 557376, 141312, 66816, 327808, 0, 4, 4, 4, 38
148480, 328000, 133248, 76032, 141312, 1, 2, 4, 4, 16
73792, 133248, 272448, 278592, 327808, 1, 2, 4, 4, 20
76032, 139392, 131392, 133248, 141312, 0, 4, 4, 4, 10
133248, 278592, 141312, 557376, 131392, 1, 4, 2, 0, 139
139392, 148480, 337920, 272448, 4194432, 0, 1, 2, 0, 71
141312, 327808, 73792, 66816, 337920, 1, 4, 4, 4, 33
272448, 131392, 73792, 133248, 278592, 1, 2, 3, 3, 34
131392, 264448, 133248, 139392, 148480, 1, 2, 4, 3, 18
557376, 327808, 148480, 133248, 76032, 0, 4, 4, 3, 8
272448, 133248, 278592, 66816, 76032, 0, 2, 0, 1, 105
278592, 264448, 272448, 328000, 4194432, 0, 4, 2, 2, 46
328000, 278592, 327808, 133248, 66816, 1, 4, 0, 2, 35
328000, 139392, 272448, 327808, 76032, 0, 2, 3, 3, 37
148480, 139392, 76032, 66816, 272448, 1, 2, 3, 3, 34
557376, 76032, 328000, 337920, 131392, 1, 4, 4, 4, 17
139392, 76032, 131392, 278592, 66816, 1, 2, 4, 2, 34
133248, 66816, 328000, 139392, 76032, 1, 2, 4, 4, 14
66816, 337920, 148480, 133248, 327808, 0, 2, 4, 4, 21
148480, 278592, 66816, 133248, 557376, 0, 4, 3, 4, 36
141312, 66816, 148480, 131392, 4194432, 0, 4, 3, 1, 38
73792, 328000, 141312, 76032, 272448, 1, 4, 3, 3, 29
139392, 133248, 76032, 141312, 73792, 1, 4, 3, 2, 33
337920, 557376, 73792, 133248, 278592, 0, 1, 0, 3, 47
272448, 148480, 76032, 133248, 337920, 1, 1, 3, 3, 28
73792, 278592, 66816, 337920, 4194432, 0, 4, 4, 4, 16
272448, 139392, 327808, 278592, 141312, 0, 4, 3, 4, 16
337920, 4194432, 327808, 272448, 66816, 0, 2, 4, 4, 7
272448, 131392, 76032, 139392, 557376, 1, 2, 4, 3, 32
278592, 557376, 66816, 272448, 328000, 0, 2, 4, 4, 11
272448, 139392, 337920, 278592, 328000, 1, 2, 3, 4, 54
141312, 139392, 66816, 131392, 327808, 1, 2, 4, 4, 12
131392, 73792, 557376, 337920, 278592, 1, 4, 3, 4, 33
337920, 328000, 264448, 131392, 148480, 0, 4, 2, 2, 36
4194432, 278592, 557376, 264448, 327808, 0, 4, 4, 4, 10
148480, 557376, 133248, 73792, 327808, 1, 4, 4, 4, 9
76032, 133248, 4194432, 328000, 278592, 1, 2, 1, 3, 26
131392, 337920, 278592, 272448, 148480, 1, 4, 4, 4, 5
278592, 264448, 141312, 76032, 4194432, 1, 2, 4, 3, 12
4194432, 327808, 139392, 133248, 148480, 0, 4, 2, 4, 28
139392, 66816, 133248, 278592, 73792, 0, 2, 1, 1, 95
148480, 73792, 133248, 141312, 278592, 1, 4, 4, 4, 21
557376, 148480, 337920, 141312, 76032, 1, 4, 4, 3, 13
337920, 131392, 76032, 133248, 4194432, 1, 4, 3, 4, 15
4194432, 264448, 141312, 133248, 76032, 1, 4, 4, 4, 13
327808, 141312, 76032, 337920, 73792, 0, 2, 0, 2, 63
148480, 66816, 327808, 4194432, 328000, 0, 2, 2, 3, 25
557376, 264448, 76032, 272448, 278592, 1, 4, 4, 2, 37
76032, 337920, 4194432, 141312, 264448, 1, 2, 1, 2, 50
557376, 328000, 73792, 337920, 141312, 1, 2, 1, 2, 54
327808, 73792, 328000, 148480, 76032, 0, 2, 3, 2, 73
141312, 272448, 76032, 337920, 328000, 1, 2, 4, 3, 20
139392, 148480, 327808, 133248, 131392, 1, 2, 3, 4, 34
327808, 337920, 66816, 141312, 139392, 1, 4, 3, 2, 35
66816, 278592, 337920, 272448, 141312, 1, 2, 3, 2, 34
337920, 557376, 328000, 139392, 4194432, 0, 4, 3, 4, 16
327808, 272448, 278592, 73792, 148480, 1, 2, 2, 2, 36
76032, 264448, 148480, 4194432, 327808, 0, 3, 4, 2, 34
4194432, 76032, 328000, 139392, 272448, 1, 2, 4, 4, 4
327808, 133248, 148480, 141312, 66816, 1, 4, 2, 3, 29
66816, 328000, 272448, 139392, 141312, 0, 4, 4, 2, 48
76032, 4194432, 327808, 148480, 141312, 0, 2, 4, 2, 41
278592, 4194432, 557376, 272448, 133248, 1, 2, 3, 1, 66
272448, 76032, 73792, 148480, 133248, 0, 2, 3, 2, 43
133248, 131392, 148480, 328000, 278592, 0, 4, 1, 2, 68
557376, 66816, 141312, 337920, 272448, 0, 4, 3, 3, 30
139392, 66816, 337920, 131392, 272448, 1, 2, 3, 3, 12
66816, 141312, 272448, 4194432, 131392, 0, 4, 4, 4, 12
328000, 272448, 73792, 4194432, 327808, 0, 2, 3, 3, 31
4194432, 272448, 73792, 76032, 133248, 1, 4, 2, 3, 39
4194432, 272448, 278592, 557376, 264448, 0, 4, 2, 4, 18
148480, 66816, 131392, 264448, 139392, 0, 4, 4, 4, 32
327808, 139392, 133248, 4194432, 264448, 1, 3, 4, 4, 9
272448, 337920, 4194432, 76032, 557376, 1, 2, 3, 3, 28
264448, 133248, 148480, 278592, 131392, 0, 4, 2, 2, 44
264448, 4194432, 133248, 148480, 328000, 1, 3, 4, 4, 9
73792, 328000, 139392, 557376, 327808, 1, 2, 0, 2, 92
264448, 139392, 278592, 66816, 131392, 1, 2, 2, 1, 58
76032, 73792, 148480, 264448, 141312, 1, 4, 2, 2, 39
328000, 66816, 264448, 278592, 337920, 0, 4, 4, 4, 8
131392, 264448, 73792, 272448, 278592, 0, 3, 3, 4, 30
328000, 4194432, 272448, 148480, 278592, 1, 4, 2, 3, 23
264448, 73792, 133248, 278592, 141312, 0, 4, 2, 3, 48
133248, 131392, 327808, 337920, 264448, 0, 3, 1, 0, 64
141312, 73792, 337920, 148480, 272448, 0, 1, 1, 1, 71
76032, 148480, 141312, 328000, 131392, 1, 2, 0, 0, 74
148480, 73792, 133248, 4194432, 264448, 0, 2, 4, 4, 13
264448, 327808, 337920, 133248, 557376, 1, 4, 3, 4, 27
73792, 272448, 557376, 66816, 337920, 1, 4, 3, 3, 33
73792, 139392, 337920, 278592, 131392, 0, 4, 4, 4, 10
337920, 4194432, 557376, 76032, 131392, 1, 4, 2, 1, 35
66816, 133248, 4194432, 141312, 278592, 0, 2, 3, 1, 35
337920, 141312, 557376, 278592, 73792, 0, 4, 4, 3, 40
328000, 66816, 76032, 4194432, 131392, 1, 1, 4, 1, 56
327808, 131392, 264448, 73792, 272448, 1, 4, 3, 2, 17
264448, 272448, 327808, 141312, 76032, 0, 3, 1, 0, 70
337920, 139392, 131392, 141312, 133248, 0, 4, 3, 1, 52
76032, 139392, 73792, 337920, 131392, 0, 4, 2, 4, 30
76032, 4194432, 557376, 278592, 131392, 1, 4, 1, 2, 45
4194432, 141312, 337920, 272448, 66816, 0, 4, 3, 3, 50
133248, 131392, 327808, 66816, 272448, 1, 4, 1, 2, 43
328000, 139392, 557376, 327808, 66816, 0, 4, 3, 4, 28
264448, 272448, 4194432, 141312, 148480, 0, 4, 3, 4, 30
133248, 131392, 4194432, 327808, 328000, 1, 2, 2, 3, 52
139392, 557376, 148480, 278592, 4194432, 0, 2, 4, 2, 31
76032, 327808, 4194432, 328000, 278592, 1, 3, 4, 4, 5
264448, 73792, 66816, 76032, 337920, 0, 4, 1, 3, 46
73792, 141312, 139392, 4194432, 133248, 1, 4, 2, 4, 37
76032, 272448, 133248, 327808, 141312, 0, 2, 3, 4, 17
133248, 278592, 76032, 557376, 4194432, 1, 4, 4, 4, 9
278592, 133248, 272448, 264448, 328000, 0, 4, 3, 3, 80
264448, 141312, 131392, 73792, 278592, 0, 4, 3, 4, 52
131392, 264448, 557376, 141312, 73792, 0, 2, 2, 1, 65
272448, 264448, 557376, 4194432, 337920, 1, 1, 4, 3, 12
337920, 4194432, 76032, 278592, 328000, 0, 4, 1, 0, 68
76032, 66816, 557376, 278592, 73792, 1, 1, 0, 0, 106
264448, 139392, 141312, 66816, 131392, 0, 3, 0, 0, 102
328000, 131392, 4194432, 66816, 557376, 1, 2, 3, 4, 12
557376, 76032, 337920, 264448, 141312, 1, 2, 4, 4, 18
76032, 337920, 264448, 66816, 141312, 1, 4, 4, 3, 39
133248, 327808, 139392, 278592, 141312, 0, 1, 3, 0, 35
133248, 327808, 141312, 131392, 272448, 0, 4, 4, 4, 8
272448, 264448, 327808, 337920, 133248, 1, 2, 4, 1, 34
264448, 131392, 148480, 66816, 272448, 1, 2, 4, 1, 34
264448, 327808, 4194432, 272448, 337920, 1, 4, 4, 4, 5
139392, 76032, 264448, 73792, 133248, 1, 4, 4, 2, 39
131392, 337920, 139392, 4194432, 73792, 1, 2, 1, 2, 58
264448, 76032, 328000, 66816, 557376, 0, 2, 4, 4, 13
328000, 148480, 141312, 131392, 76032, 1, 4, 2, 2, 45
66816, 264448, 337920, 139392, 4194432, 1, 3, 4, 3, 13
557376, 131392, 337920, 272448, 4194432, 0, 2, 4, 4, 9
4194432, 73792, 76032, 272448, 278592, 1, 3, 4, 3, 19
328000, 76032, 278592, 148480, 73792, 1, 4, 0, 1, 99
272448, 328000, 139392, 4194432, 148480, 0, 2, 4, 4, 13
264448, 141312, 73792, 131392, 337920, 0, 4, 4, 3, 18
76032, 133248, 327808, 73792, 66816, 1, 4, 4, 3, 19
328000, 133248, 272448, 327808, 557376, 1, 2, 3, 3, 36
66816, 4194432, 148480, 73792, 328000, 1, 1, 4, 3, 24
337920, 327808, 66816, 139392, 76032, 1, 2, 4, 3, 34
4194432, 272448, 76032, 139392, 327808, 0, 2, 1, 3, 39
148480, 327808, 337920, 4194432, 139392, 1, 4, 3, 2, 23
327808, 66816, 141312, 4194432, 148480, 1, 2, 3, 4, 20
4194432, 76032, 328000, 278592, 139392, 1, 4, 3, 3, 25
141312, 337920, 264448, 557376, 76032, 0, 4, 3, 3, 24
139392, 73792, 141312, 264448, 337920, 1, 2, 4, 4, 24
557376, 328000, 148480, 66816, 278592, 0, 4, 1, 1, 84
4194432, 148480, 131392, 141312, 278592, 0, 4, 3, 2, 38
131392, 141312, 557376, 4194432, 327808, 0, 2, 3, 3, 21
327808, 4194432, 131392, 557376, 148480, 1, 4, 1, 1, 49
133248, 272448, 148480, 327808, 337920, 1, 2, 2, 3, 46
327808, 73792, 264448, 328000, 557376, 1, 2, 4, 4, 20
139392, 272448, 76032, 264448, 328000, 1, 4, 0, 1, 103
148480, 327808, 139392, 133248, 66816, 0, 4, 1, 2, 74
4194432, 66816, 73792, 328000, 141312, 1, 2, 1, 1, 70
272448, 264448, 328000, 139392, 4194432, 0, 2, 3, 3, 29
337920, 278592, 133248, 141312, 328000, 1, 2, 3, 2, 36
557376, 264448, 328000, 73792, 139392, 1, 4, 4, 3, 27
66816, 278592, 76032, 4194432, 337920, 0, 4, 0, 1, 76
4194432, 148480, 73792, 337920, 133248, 0, 2, 1, 1, 39
278592, 139392, 131392, 328000, 148480, 0, 4, 3, 2, 60
139392, 4194432, 66816, 131392, 337920, 1, 4, 1, 0, 75
133248, 73792, 337920, 327808, 139392, 0, 2, 3, 4, 33
4194432, 272448, 557376, 327808, 264448, 0, 1, 3, 3, 25
141312, 148480, 557376, 264448, 337920, 1, 4, 4, 2, 35
337920, 73792, 264448, 66816, 148480, 1, 4, 4, 4, 11
4194432, 278592, 328000, 327808, 557376, 0, 4, 3, 4, 14
131392, 337920, 4194432, 141312, 278592, 1, 4, 2, 4, 15
328000, 272448, 73792, 148480, 76032, 1, 4, 3, 3, 27
131392, 73792, 4194432, 337920, 139392, 0, 2, 3, 2, 43
272448, 557376, 133248, 278592, 328000, 1, 4, 3, 1, 37
4194432, 139392, 328000, 264448, 141312, 1, 4, 4, 4, 19
278592, 4194432, 131392, 73792, 139392, 1, 2, 4, 4, 18
337920, 131392, 272448, 133248, 4194432, 1, 4, 3, 2, 31
337920, 73792, 557376, 272448, 148480, 1, 4, 2, 2, 41
131392, 278592, 272448, 264448, 73792, 0, 2, 3, 2, 55
76032, 264448, 557376, 141312, 327808, 0, 4, 2, 2, 74
264448, 73792, 272448, 327808, 148480, 1, 2, 4, 3, 34
139392, 73792, 76032, 328000, 141312, 0, 4, 3, 1, 64
272448, 139392, 337920, 73792, 327808, 1, 2, 4, 4, 10
278592, 141312, 131392, 557376, 133248, 0, 2, 2, 2, 41
66816, 139392, 76032, 327808, 73792, 0, 2, 3, 2, 19
76032, 73792, 133248, 141312, 66816, 1, 1, 3, 2, 56
328000, 148480, 4194432, 278592, 337920, 0, 2, 4, 3, 25
278592, 264448, 66816, 148480, 141312, 0, 2, 4, 4, 23
141312, 264448, 328000, 278592, 73792, 0, 2, 3, 2, 37
73792, 139392, 557376, 4194432, 264448, 0, 2, 2, 1, 65
133248, 73792, 141312, 264448, 327808, 0, 2, 3, 3, 25
131392, 139392, 66816, 327808, 73792, 1, 4, 4, 4, 11
327808, 264448, 328000, 141312, 278592, 1, 4, 2, 3, 49
557376, 73792, 272448, 327808, 139392, 1, 4, 1, 1, 65
139392, 148480, 328000, 264448, 133248, 1, 2, 3, 3, 42
73792, 337920, 66816, 278592, 328000, 1, 2, 3, 4, 16
148480, 278592, 272448, 557376, 76032, 1, 4, 3, 4, 29
264448, 139392, 148480, 66816, 133248, 1, 2, 4, 4, 16
133248, 148480, 272448, 557376, 141312, 0, 4, 4, 3, 20
148480, 264448, 557376, 139392, 337920, 1, 2, 3, 4, 10
73792, 272448, 131392, 141312, 4194432, 1, 2, 4, 1, 28
4194432, 328000, 337920, 73792, 557376, 0, 4, 3, 3, 30
557376, 4194432, 272448, 76032, 139392, 0, 2, 3, 3, 25
4194432, 557376, 131392, 73792, 141312, 0, 4, 2, 4, 26
139392, 66816, 73792, 337920, 141312, 0, 4, 3, 4, 52
272448, 148480, 139392, 133248, 4194432, 0, 4, 1, 2, 66
66816, 148480, 76032, 264448, 272448, 0, 4, 2, 1, 64
141312, 272448, 73792, 139392, 278592, 0, 4, 4, 4, 14
131392, 337920, 76032, 328000, 141312, 1, 4, 1, 1, 81
264448, 133248, 131392, 337920, 139392, 1, 4, 2, 4, 55
557376, 76032, 337920, 328000, 264448, 0, 2, 0, 1, 61
272448, 141312, 328000, 337920, 131392, 0, 4, 4, 3, 18
278592, 4194432, 76032, 133248, 66816, 1, 1, 1, 0, 90
337920, 557376, 141312, 133248, 328000, 1, 4, 2, 4, 33
328000, 4194432, 73792, 327808, 278592, 0, 1, 0, 2, 33
133248, 278592, 66816, 76032, 272448, 1, 4, 4, 4, 15
278592, 133248, 327808, 66816, 4194432, 1, 4, 4, 4, 7
73792, 328000, 278592, 148480, 4194432, 0, 2, 4, 4, 17
278592, 328000, 131392, 76032, 272448, 0, 2, 0, 3, 63
557376, 73792, 139392, 66816, 131392, 1, 3, 3, 0, 59
139392, 73792, 141312, 278592, 76032, 0, 4, 1, 2, 40
264448, 141312, 272448, 557376, 328000, 0, 4, 3, 3, 42
327808, 264448, 278592, 148480, 272448, 0, 2, 4, 4, 19
327808, 272448, 133248, 328000, 264448, 0, 2, 3, 3, 35
131392, 337920, 278592, 328000, 66816, 1, 4, 2, 3, 29
264448, 131392, 139392, 278592, 76032, 0, 2, 2, 1, 41
131392, 141312, 73792, 139392, 148480, 1, 3, 2, 1, 63
66816, 327808, 557376, 73792, 76032, 1, 2, 4, 4, 12
557376, 76032, 337920, 327808, 148480, 0, 2, 3, 4, 19
66816, 76032, 264448, 141312, 148480, 0, 4, 4, 3, 26
337920, 264448, 141312, 272448, 148480, 1, 3, 2, 2, 65
278592, 133248, 139392, 148480, 337920, 0, 2, 4, 4, 25
328000, 148480, 133248, 131392, 4194432, 0, 2, 4, 4, 13
272448, 131392, 327808, 73792, 557376, 1, 3, 3, 3, 25
264448, 139392, 557376, 131392, 133248, 1, 2, 2, 0, 72
4194432, 76032, 133248, 139392, 272448, 1, 1, 2, 4, 24
139392, 278592, 141312, 337920, 328000, 1, 2, 4, 4, 6
4194432, 139392, 328000, 76032, 264448, 0, 2, 4, 4, 27
4194432, 278592, 131392, 328000, 76032, 1, 2, 3, 4, 30
278592, 73792, 328000, 4194432, 264448, 0, 4, 3, 2, 34
264448, 141312, 327808, 148480, 328000, 1, 4, 3, 4, 23
148480, 557376, 76032, 272448, 73792, 0, 2, 2, 3, 59
141312, 264448, 328000, 139392, 327808, 1, 4, 2, 2, 63
133248, 328000, 4194432, 264448, 66816, 0, 4, 3, 4, 22
133248, 557376, 131392, 73792, 337920, 0, 2, 4, 4, 19
139392, 148480, 278592, 141312, 66816, 0, 4, 3, 1, 34
328000, 278592, 337920, 148480, 139392, 1, 2, 4, 4, 14
4194432, 328000, 73792, 272448, 139392, 1, 4, 4, 4, 5
76032, 264448, 327808, 66816, 328000, 0, 2, 4, 4, 19
272448, 337920, 327808, 264448, 76032, 0, 4, 4, 2, 58
272448, 557376, 278592, 76032, 133248, 0, 4, 1, 4, 28
131392, 139392, 148480, 264448, 337920, 1, 4, 2, 3, 43
76032, 66816, 337920, 272448, 141312, 1, 1, 3, 0, 86
278592, 133248, 272448, 264448, 73792, 1, 2, 0, 3, 78
278592, 133248, 272448, 76032, 73792, 0, 2, 4, 3, 21
148480, 272448, 4194432, 557376, 328000, 1, 4, 2, 4, 35
4194432, 337920, 139392, 264448, 327808, 1, 4, 2, 2, 31
4194432, 328000, 73792, 66816, 337920, 1, 4, 1, 1, 57
4194432, 264448, 73792, 328000, 148480, 1, 3, 1, 0, 47
148480, 264448, 327808, 141312, 4194432, 0, 2, 4, 4, 3
66816, 264448, 133248, 141312, 557376, 0, 4, 4, 4, 14
4194432, 141312, 337920, 131392, 76032, 0, 4, 2, 1, 42
557376, 141312, 264448, 327808, 133248, 1, 2, 3, 1, 34
73792, 131392, 133248, 141312, 66816, 0, 4, 2, 2, 50
327808, 139392, 148480, 131392, 141312, 1, 2, 1, 2, 44
141312, 66816, 148480, 76032, 139392, 0, 2, 1, 3, 31
337920, 148480, 76032, 66816, 139392, 0, 4, 1, 3, 42
141312, 148480, 4194432, 272448, 76032, 1, 2, 3, 2, 52
66816, 278592, 141312, 328000, 4194432, 0, 4, 2, 3, 28
557376, 73792, 278592, 76032, 328000, 1, 2, 4, 3, 16
278592, 328000, 76032, 148480, 133248, 1, 2, 1, 2, 76
328000, 133248, 73792, 139392, 557376, 0, 4, 1, 0, 48
4194432, 328000, 133248, 141312, 264448, 0, 2, 4, 3, 25
133248, 148480, 328000, 278592, 131392, 0, 4, 3, 4, 28
4194432, 328000, 278592, 139392, 73792, 1, 4, 3, 3, 51
73792, 76032, 278592, 264448, 131392, 0, 4, 2, 1, 122
76032, 139392, 328000, 337920, 141312, 0, 4, 4, 3, 28
76032, 264448, 131392, 148480, 4194432, 1, 2, 4, 4, 8
264448, 4194432, 141312, 328000, 76032, 0, 2, 3, 4, 35
76032, 131392, 4194432, 148480, 264448, 1, 4, 3, 4, 17
141312, 148480, 131392, 139392, 328000, 1, 2, 1, 0, 114
272448, 557376, 337920, 139392, 328000, 1, 4, 1, 4, 45
141312, 148480, 133248, 272448, 328000, 1, 2, 3, 3, 28
148480, 139392, 557376, 141312, 4194432, 0, 2, 4, 4, 9
557376, 148480, 4194432, 133248, 139392, 1, 4, 3, 3, 37
278592, 131392, 264448, 328000, 66816, 0, 2, 3, 3, 35
141312, 264448, 133248, 328000, 272448, 1, 2, 4, 4, 14
66816, 73792, 141312, 337920, 131392, 0, 4, 0, 2, 84
139392, 4194432, 148480, 278592, 264448, 0, 2, 4, 3, 41
76032, 133248, 337920, 264448, 272448, 1, 2, 3, 2, 30
131392, 557376, 141312, 139392, 278592, 1, 4, 4, 4, 7
133248, 328000, 4194432, 66816, 139392, 0, 2, 4, 4, 7
327808, 264448, 278592, 139392, 133248, 1, 2, 4, 4, 40
264448, 139392, 148480, 66816, 76032, 1, 2, 4, 2, 34
73792, 278592, 141312, 139392, 557376, 0, 4, 4, 4, 22
148480, 76032, 66816, 272448, 73792, 0, 4, 3, 4, 20
327808, 141312, 66816, 272448, 133248, 1, 3, 3, 4, 19
148480, 66816, 73792, 557376, 264448, 0, 2, 3, 4, 23
76032, 557376, 66816, 141312, 131392, 1, 2, 3, 2, 34
337920, 327808, 141312, 278592, 73792, 1, 3, 4, 2, 35
141312, 148480, 131392, 278592, 264448, 1, 2, 3, 4, 16
131392, 328000, 133248, 66816, 272448, 1, 2, 2, 2, 80
141312, 76032, 73792, 557376, 131392, 1, 4, 4, 3, 31
264448, 4194432, 66816, 148480, 131392, 1, 4, 4, 2, 15
133248, 139392, 278592, 4194432, 73792, 1, 2, 3, 4, 8
328000, 66816, 557376, 73792, 131392, 0, 2, 3, 4, 19
264448, 557376, 327808, 337920, 76032, 0, 2, 4, 4, 11
272448, 4194432, 131392, 148480, 139392, 1, 3, 4, 3, 35
133248, 66816, 337920, 278592, 4194432, 0, 2, 4, 4, 9
133248, 131392, 148480, 139392, 328000, 1, 4, 3, 4, 17
337920, 73792, 264448, 148480, 131392, 1, 2, 2, 2, 40
131392, 328000, 4194432, 327808, 272448, 0, 4, 3, 2, 48
139392, 327808, 557376, 131392, 66816, 1, 3, 1, 2, 39
557376, 139392, 4194432, 337920, 148480, 0, 2, 4, 4, 11
328000, 148480, 139392, 272448, 131392, 0, 1, 4, 3, 15
76032, 557376, 133248, 4194432, 73792, 0, 4, 1, 1, 48
133248, 66816, 278592, 4194432, 327808, 1, 4, 4, 4, 13
337920, 66816, 139392, 4194432, 272448, 1, 4, 2, 1, 39
141312, 139392, 73792, 66816, 148480, 1, 1, 3, 3, 34
131392, 264448, 76032, 139392, 4194432, 1, 3, 2, 1, 73
141312, 148480, 4194432, 139392, 337920, 0, 3, 0, 2, 54
139392, 4194432, 131392, 133248, 327808, 1, 4, 4, 4, 7
278592, 66816, 139392, 327808, 148480, 1, 2, 3, 2, 42
278592, 133248, 4194432, 76032, 557376, 1, 2, 1, 3, 30
131392, 337920, 141312, 557376, 66816, 1, 4, 4, 4, 13
131392, 4194432, 278592, 66816, 272448, 1, 4, 1, 1, 49
73792, 139392, 66816, 337920, 131392, 1, 4, 1, 2, 39
264448, 557376, 76032, 278592, 328000, 0, 3, 0, 1, 148
278592, 141312, 76032, 272448, 557376, 1, 2, 3, 3, 22
133248, 328000, 76032, 73792, 139392, 1, 2, 2, 0, 100
557376, 73792, 278592, 328000, 131392, 1, 2, 3, 1, 80
131392, 76032, 278592, 139392, 264448, 0, 2, 4, 4, 15
278592, 76032, 131392, 337920, 141312, 1, 2, 4, 4, 16
148480, 278592, 327808, 337920, 272448, 1, 2, 4, 3, 30
278592, 4194432, 328000, 557376, 76032, 1, 2, 2, 3, 32
264448, 73792, 278592, 66816, 131392, 1, 4, 4, 4, 7
264448, 133248, 337920, 557376, 148480, 0, 2, 4, 4, 19
328000, 66816, 133248, 139392, 278592, 0, 4, 1, 1, 72
76032, 66816, 141312, 272448, 133248, 1, 2, 2, 3, 74
139392, 141312, 148480, 272448, 131392, 1, 2, 2, 2, 52
272448, 278592, 148480, 141312, 557376, 1, 4, 4, 3, 23
73792, 337920, 133248, 148480, 557376, 1, 4, 3, 3, 43
278592, 327808, 76032, 139392, 4194432, 1, 1, 1, 2, 88
278592, 148480, 328000, 272448, 141312, 1, 4, 4, 4, 15
264448, 133248, 272448, 328000, 76032, 1, 2, 4, 2, 90
139392, 327808, 337920, 76032, 328000, 1, 1, 3, 3, 22
133248, 557376, 328000, 264448, 278592, 1, 2, 4, 4, 10
66816, 264448, 272448, 278592, 133248, 0, 4, 4, 4, 16
278592, 73792, 66816, 76032, 272448, 1, 4, 4, 4, 27
557376, 133248, 272448, 148480, 76032, 1, 4, 4, 3, 43
327808, 139392, 66816, 337920, 278592, 0, 4, 2, 4, 16
131392, 264448, 133248, 4194432, 327808, 0, 2, 4, 4, 9
66816, 139392, 148480, 337920, 272448, 0, 2, 3, 4, 21
327808, 66816, 4194432, 557376, 278592, 0, 2, 1, 3, 37
278592, 66816, 557376, 133248, 337920, 0, 2, 1, 2, 105
278592, 66816, 133248, 76032, 557376, 1, 2, 4, 4, 10
76032, 278592, 148480, 141312, 4194432, 1, 4, 3, 4, 19
272448, 327808, 139392, 131392, 278592, 1, 2, 2, 1, 56
73792, 131392, 328000, 4194432, 278592, 0, 4, 4, 3, 28
337920, 328000, 73792, 264448, 139392, 0, 3, 4, 4, 16
557376, 272448, 327808, 264448, 328000, 0, 2, 4, 2, 43
141312, 327808, 4194432, 328000, 139392, 0, 2, 3, 1, 39
327808, 133248, 328000, 66816, 73792, 1, 3, 2, 0, 135
131392, 264448, 272448, 4194432, 76032, 1, 2, 4, 3, 22
557376, 278592, 327808, 264448, 337920, 1, 2, 4, 4, 24
272448, 66816, 327808, 73792, 337920, 1, 4, 4, 4, 17
66816, 141312, 328000, 264448, 148480, 0, 1, 1, 2, 57
278592, 133248, 148480, 327808, 141312, 0, 2, 2, 3, 35
328000, 66816, 131392, 557376, 148480, 1, 2, 4, 4, 14
328000, 131392, 133248, 148480, 278592, 0, 2, 3, 4, 23
557376, 76032, 337920, 328000, 264448, 1, 1, 3, 2, 40
133248, 76032, 557376, 272448, 131392, 1, 2, 3, 3, 46
4194432, 66816, 264448, 139392, 272448, 1, 4, 3, 3, 17
4194432, 328000, 66816, 141312, 278592, 1, 1, 3, 3, 16
133248, 148480, 66816, 264448, 327808, 1, 3, 0, 1, 73
278592, 76032, 133248, 264448, 131392, 0, 2, 4, 3, 17
337920, 557376, 148480, 4194432, 76032, 0, 3, 4, 4, 8
337920, 141312, 73792, 328000, 139392, 0, 3, 2, 3, 40
4194432, 557376, 278592, 328000, 141312, 0, 4, 4, 4, 18
73792, 328000, 557376, 327808, 131392, 1, 3, 3, 3, 35
131392, 272448, 66816, 278592, 76032, 1, 4, 2, 4, 61
328000, 66816, 327808, 272448, 73792, 1, 2, 1, 2, 84
133248, 139392, 337920, 148480, 328000, 0, 4, 4, 4, 12
141312, 327808, 148480, 337920, 131392, 0, 4, 4, 4, 10
327808, 557376, 278592, 264448, 4194432, 0, 4, 4, 4, 14
337920, 141312, 278592, 557376, 76032, 0, 4, 4, 2, 48
148480, 327808, 66816, 557376, 272448, 1, 4, 4, 3, 13
76032, 264448, 272448, 557376, 141312, 1, 2, 3, 2, 46
